fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time
Jacare Souza,Chris Camozzi,"April 18, 2015","Newark, New Jersey, USA",Dan Miragliotta,0,0,6,7,1,0,1,0,win,Jacare Souza,Middleweight,SUB Armbar,1,2:33
Max Holloway,Cub Swanson,"April 18, 2015","Newark, New Jersey, USA",Gasper Oliver,0,0,82,56,0,0,3,0,win,Max Holloway,Featherweight,SUB Guillotine Choke,3,3:58
Paige VanZant,Felice Herrig,"April 18, 2015","Newark, New Jersey, USA",Vitor Ribeiro,0,0,67,28,2,0,0,1,win,Paige VanZant,Women's Strawweight,U-DEC,3,5:00
Beneil Dariush,Jim Miller,"April 18, 2015","Newark, New Jersey, USA",Vitor Ribeiro,0,0,27,11,2,0,1,3,win,Beneil Dariush,Lightweight,U-DEC,3,5:00
Ovince Saint Preux,Patrick Cummins,"April 18, 2015","Newark, New Jersey, USA",Dan Miragliotta,1,0,18,14,0,1,0,0,win,Ovince Saint Preux,Light Heavyweight,KO/TKO Punch,1,4:54
Gian Villante,Corey Anderson,"April 18, 2015","Newark, New Jersey, USA",Liam Kerrigan,0,0,70,111,0,0,0,0,win,Gian Villante,Light Heavyweight,KO/TKO Punch,3,4:18
Aljamain Sterling,Takeya Mizugaki,"April 18, 2015","Newark, New Jersey, USA",Gasper Oliver,0,0,32,13,3,0,1,0,win,Aljamain Sterling,Bantamweight,SUB Arm Triangle,3,2:11
Tim Means,George Sullivan,"April 18, 2015","Newark, New Jersey, USA",Keith Peterson,1,0,48,39,2,0,1,0,win,Tim Means,Welterweight,SUB Arm Triangle,3,3:41
Diego Brandao,Jimy Hettes,"April 18, 2015","Newark, New Jersey, USA",Dan Miragliotta,0,0,12,11,2,1,0,0,win,Diego Brandao,Featherweight,KO/TKO,1,5:00
Chris Dempsey,Eddie Gordon,"April 18, 2015","Newark, New Jersey, USA",Liam Kerrigan,0,0,44,37,3,3,0,0,win,Chris Dempsey,Middleweight,S-DEC,3,5:00
Mirko Filipovic,Gabriel Gonzaga,"April 11, 2015","Krakow, Poland",Leon Roberts,0,0,21,19,0,2,0,1,win,Mirko Filipovic,Heavyweight,KO/TKO Elbows,3,3:30
Jimi Manuwa,Jan Blachowicz,"April 11, 2015","Krakow, Poland",Marc Goddard,0,0,43,44,0,0,0,0,win,Jimi Manuwa,Light Heavyweight,U-DEC,3,5:00
Pawel Pawlak,Sheldon Westcott,"April 11, 2015","Krakow, Poland",Grant Waterman,0,0,30,17,3,3,0,0,win,Pawel Pawlak,Welterweight,U-DEC,3,5:00
Maryna Moroz,Joanne Wood,"April 11, 2015","Krakow, Poland",Lukasz Bosacki,0,0,12,11,0,0,1,0,win,Maryna Moroz,Women's Strawweight,SUB Armbar,1,1:30
Leon Edwards,Seth Baczynski,"April 11, 2015","Krakow, Poland",Grant Waterman,1,0,3,0,0,0,0,0,win,Leon Edwards,Welterweight,KO/TKO Punch,1,0:08
Bartosz Fabinski,Garreth McLellan,"April 11, 2015","Krakow, Poland",Marc Goddard,0,0,41,13,10,0,0,2,win,Bartosz Fabinski,Middleweight,U-DEC,3,5:00
Sergio Moraes,Mickael Lebout,"April 11, 2015","Krakow, Poland",Marc Goddard,0,0,51,47,2,0,0,0,win,Sergio Moraes,Welterweight,U-DEC,3,5:00
Yaotzin Meza,Damian Stasiak,"April 11, 2015","Krakow, Poland",Leon Roberts,0,0,17,14,2,1,3,1,win,Yaotzin Meza,Featherweight,U-DEC,3,5:00
Anthony Hamilton,Daniel Omielanczuk,"April 11, 2015","Krakow, Poland",Marc Goddard,0,0,83,36,3,1,0,0,win,Anthony Hamilton,Heavyweight,U-DEC,3,5:00
Aleksandra Albu,Izabela Badurek,"April 11, 2015","Krakow, Poland",Grant Waterman,0,0,42,32,0,1,1,0,win,Aleksandra Albu,Women's Strawweight,SUB Guillotine Choke,2,3:34
Stevie Ray,Marcin Bandel,"April 11, 2015","Krakow, Poland",Leon Roberts,0,0,31,3,0,0,2,0,win,Stevie Ray,Lightweight,KO/TKO Punches,2,1:35
Taylor Lapilus,Rocky Lee,"April 11, 2015","Krakow, Poland",Lukasz Bosacki,0,0,80,37,2,1,1,0,win,Taylor Lapilus,Featherweight,U-DEC,3,5:00
Chad Mendes,Ricardo Lamas,"April 04, 2015","Fairfax, Virginia, USA",Dan Miragliotta,2,0,27,8,0,0,0,0,win,Chad Mendes,Featherweight,KO/TKO Punches,1,2:45
Al Iaquinta,Jorge Masvidal,"April 04, 2015","Fairfax, Virginia, USA",Keith Peterson,0,0,55,83,0,0,0,0,win,Al Iaquinta,Lightweight,S-DEC,3,5:00
Michael Chiesa,Mitch Clarke,"April 04, 2015","Fairfax, Virginia, USA",Dan Miragliotta,0,0,59,65,4,0,0,0,win,Michael Chiesa,Lightweight,U-DEC,3,5:00
Julianna Pena,Milana Dudieva,"April 04, 2015","Fairfax, Virginia, USA",Keith Peterson,0,0,37,0,1,1,0,0,win,Julianna Pena,Women's Bantamweight,KO/TKO Elbows,1,3:59
Clay Guida,Robert Peralta,"April 04, 2015","Fairfax, Virginia, USA",Mike King,0,0,27,24,6,0,1,0,win,Clay Guida,Featherweight,U-DEC,3,5:00
Dustin Poirier,Diego Ferreira,"April 04, 2015","Fairfax, Virginia, USA",Todd McGovern,2,0,24,20,0,0,0,0,win,Dustin Poirier,Lightweight,KO/TKO Punch,1,3:45
Liz Carmouche,Lauren Murphy,"April 04, 2015","Fairfax, Virginia, USA",Keith Peterson,0,0,38,46,2,2,0,0,win,Liz Carmouche,Women's Bantamweight,U-DEC,3,5:00
Alexander Yakovlev,Gray Maynard,"April 04, 2015","Fairfax, Virginia, USA",Dan Miragliotta,1,0,31,21,2,2,0,0,win,Alexander Yakovlev,Lightweight,U-DEC,3,5:00
Timothy Johnson,Shamil Abdurakhimov,"April 04, 2015","Fairfax, Virginia, USA",Mike King,0,0,22,9,1,0,0,0,win,Timothy Johnson,Heavyweight,KO/TKO Punches,1,4:57
Ron Stallings,Justin Jones,"April 04, 2015","Fairfax, Virginia, USA",Todd McGovern,0,0,50,23,0,2,0,0,win,Ron Stallings,Middleweight,U-DEC,3,5:00
Demian Maia,Ryan LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",John McCarthy,0,0,36,25,5,0,2,0,win,Demian Maia,Welterweight,U-DEC,5,5:00
Erick Silva,Josh Koscheck,"March 21, 2015","Rio de Janeiro, Brazil",Mario Yamasaki,0,0,14,4,0,0,1,0,win,Erick Silva,Welterweight,SUB Guillotine Choke,1,4:21
Leonardo Santos,Anthony Rocco Martin,"March 21, 2015","Rio de Janeiro, Brazil",John McCarthy,0,0,12,14,1,0,1,0,win,Leonardo Santos,Lightweight,SUB Rear Naked Choke,2,2:29
Amanda Nunes,Shayna Baszler,"March 21, 2015","Rio de Janeiro, Brazil",Mario Yamasaki,1,0,15,1,0,0,0,0,win,Amanda Nunes,Women's Bantamweight,KO/TKO Kick,1,1:56
Gilbert Burns,Alex Oliveira,"March 21, 2015","Rio de Janeiro, Brazil",Osiris Maia,0,0,17,29,2,0,2,0,win,Gilbert Burns,Lightweight,SUB Armbar,3,4:14
Godofredo Pepey,Andre Fili,"March 21, 2015","Rio de Janeiro, Brazil",Eduardo Herdy,0,0,1,1,0,0,1,0,win,Godofredo Pepey,Featherweight,SUB Triangle Choke,1,3:14
Francisco Trinaldo,Akbarh Arreola,"March 21, 2015","Rio de Janeiro, Brazil",John McCarthy,0,0,39,34,3,0,0,0,win,Francisco Trinaldo,Lightweight,U-DEC,3,5:00
Edimilson Souza,Katsunori Kikuno,"March 21, 2015","Rio de Janeiro, Brazil",Osiris Maia,1,0,5,1,0,0,0,0,win,Edimilson Souza,Featherweight,KO/TKO Punch,1,1:31
Leandro Silva,Drew Dober,"March 21, 2015","Rio de Janeiro, Brazil",Eduardo Herdy,0,0,25,22,2,0,1,0,"nc


nc",Drew Dober,Lightweight,Overturned Guillotine Choke,2,2:45
Leonardo Mafra,Cain Carrizosa,"March 21, 2015","Rio de Janeiro, Brazil",Mario Yamasaki,0,1,94,44,5,0,0,0,win,Leonardo Mafra,Lightweight,U-DEC,3,5:00
Christos Giagos,Jorge de Oliveira,"March 21, 2015","Rio de Janeiro, Brazil",Eduardo Herdy,0,0,18,0,1,0,1,0,win,Christos Giagos,Lightweight,SUB Rear Naked Choke,1,3:12
Fredy Serrano,Bentley Syler,"March 21, 2015","Rio de Janeiro, Brazil",Osiris Maia,1,0,20,15,2,0,0,0,win,Fredy Serrano,Flyweight,KO/TKO Punch,3,1:34
Rafael Dos Anjos,Anthony Pettis,"March 14, 2015","Dallas, Texas, USA",Dan Miragliotta,0,0,90,54,9,0,0,0,win,Rafael Dos Anjos,Lightweight,U-DEC,5,5:00
Joanna Jedrzejczyk,Carla Esparza,"March 14, 2015","Dallas, Texas, USA",Don Turnage,0,0,53,4,0,1,0,0,win,Joanna Jedrzejczyk,Women's Strawweight,KO/TKO Punches,2,4:17
Johny Hendricks,Matt Brown,"March 14, 2015","Dallas, Texas, USA",Kerry Hatley,0,0,36,23,9,0,0,0,win,Johny Hendricks,Welterweight,U-DEC,3,5:00
Alistair Overeem,Roy Nelson,"March 14, 2015","Dallas, Texas, USA",Herb Dean,0,1,62,23,0,0,0,0,win,Alistair Overeem,Heavyweight,U-DEC,3,5:00
Henry Cejudo,Chris Cariaso,"March 14, 2015","Dallas, Texas, USA",Herb Dean,0,0,50,22,6,0,1,0,win,Henry Cejudo,Flyweight,U-DEC,3,5:00
Ross Pearson,Sam Stout,"March 14, 2015","Dallas, Texas, USA",Dan Miragliotta,1,0,25,23,0,0,0,0,win,Ross Pearson,Lightweight,KO/TKO Punch,2,1:33
Elias Theodorou,Roger Narvaez,"March 14, 2015","Dallas, Texas, USA",Kerry Hatley,0,0,39,16,2,0,0,0,win,Elias Theodorou,Middleweight,KO/TKO Punches,2,4:07
Beneil Dariush,Daron Cruickshank,"March 14, 2015","Dallas, Texas, USA",Don Turnage,0,0,27,17,1,0,2,0,win,Beneil Dariush,Lightweight,SUB Rear Naked Choke,2,2:38
Jared Rosholt,Josh Copeland,"March 14, 2015","Dallas, Texas, USA",Dan Miragliotta,0,0,22,9,2,0,0,0,win,Jared Rosholt,Heavyweight,KO/TKO Punches,3,3:12
Ryan Benoit,Sergio Pettis,"March 14, 2015","Dallas, Texas, USA",Kerry Hatley,1,0,28,39,1,1,0,0,win,Ryan Benoit,Flyweight,KO/TKO Punch,2,1:34
Joe Duffy,Jake Lindsey,"March 14, 2015","Dallas, Texas, USA",Herb Dean,1,0,15,6,0,0,0,0,win,Joe Duffy,Lightweight,KO/TKO Punch,1,1:47
Germaine de Randamie,Larissa Pacheco,"March 14, 2015","Dallas, Texas, USA",Don Turnage,0,0,29,8,0,0,0,0,win,Germaine de Randamie,Women's Bantamweight,KO/TKO Punch,2,2:02
Ronda Rousey,Cat Zingano,"February 28, 2015","Los Angeles, California, USA",John McCarthy,0,0,0,0,0,0,1,0,win,Ronda Rousey,Women's Bantamweight,SUB Armbar,1,0:14
Holly Holm,Raquel Pennington,"February 28, 2015","Los Angeles, California, USA",Herb Dean,0,0,44,40,0,0,0,0,win,Holly Holm,Women's Bantamweight,S-DEC,3,5:00
Jake Ellenberger,Josh Koscheck,"February 28, 2015","Los Angeles, California, USA",Jerin Valel,0,0,15,7,0,1,1,0,win,Jake Ellenberger,Welterweight,SUB North-South Choke,2,4:20
Alan Jouban,Richard Walsh,"February 28, 2015","Los Angeles, California, USA",John McCarthy,0,0,12,10,0,0,0,0,win,Alan Jouban,Welterweight,KO/TKO Elbow,1,2:19
Tony Ferguson,Gleison Tibau,"February 28, 2015","Los Angeles, California, USA",Herb Dean,0,0,11,2,1,0,2,0,win,Tony Ferguson,Lightweight,SUB Rear Naked Choke,1,2:37
Roan Carneiro,Mark Munoz,"February 28, 2015","Los Angeles, California, USA",Jerin Valel,0,0,1,0,0,0,1,0,win,Roan Carneiro,Middleweight,SUB Rear Naked Choke,1,1:40
Roman Salazar,Norifumi Yamamoto,"February 28, 2015","Los Angeles, California, USA",John McCarthy,0,0,16,19,1,0,0,0,nc,-,Bantamweight,CNC,2,2:37
Tim Means,Dhiego Lima,"February 28, 2015","Los Angeles, California, USA",Herb Dean,2,0,23,7,0,0,0,0,win,Tim Means,Welterweight,KO/TKO Punch,1,2:17
Derrick Lewis,Ruan Potts,"February 28, 2015","Los Angeles, California, USA",Jerin Valel,0,0,53,7,0,1,0,1,win,Derrick Lewis,Heavyweight,KO/TKO Punches,2,3:18
Valmir Lazaro,James Krause,"February 28, 2015","Los Angeles, California, USA",John McCarthy,0,0,87,87,0,0,0,0,win,Valmir Lazaro,Lightweight,S-DEC,3,5:00
Masio Fullen,Alex Torres,"February 28, 2015","Los Angeles, California, USA",Herb Dean,0,0,41,37,1,2,0,0,win,Masio Fullen,Featherweight,S-DEC,3,5:00
Frank Mir,Antonio Silva,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Mario Yamasaki,1,0,10,1,0,0,0,0,win,Frank Mir,Heavyweight,KO/TKO Punch,1,1:40
Michael Johnson,Edson Barboza,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Leon Roberts,0,0,38,31,1,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,5:00
Sam Alvey,Cezar Ferreira,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Mario Yamasaki,1,0,4,13,0,0,0,0,win,Sam Alvey,Middleweight,KO/TKO Punches,1,3:34
Adriano Martins,Rustam Khabilov,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Leon Roberts,0,0,12,18,3,0,0,0,win,Adriano Martins,Lightweight,S-DEC,3,5:00
Frankie Saenz,Iuri Alcantara,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Mario Yamasaki,0,0,44,31,3,2,0,0,win,Frankie Saenz,Bantamweight,U-DEC,3,5:00
Santiago Ponzinibbio,Sean Strickland,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Wernei Cardoso,0,0,50,44,1,2,0,0,win,Santiago Ponzinibbio,Welterweight,U-DEC,3,5:00
Marion Reneau,Jessica Andrade,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Camila Albuquerque,0,1,6,6,0,0,1,0,win,Marion Reneau,Women's Bantamweight,SUB Triangle Choke,1,1:54
Matt Dwyer,William Macario,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Wernei Cardoso,1,0,13,8,0,0,0,0,win,Matt Dwyer,Welterweight,KO/TKO Punch,1,3:14
Mike de la Torre,Tiago dos Santos e Silva,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Leon Roberts,1,0,16,7,0,0,0,0,win,Mike de la Torre,Featherweight,KO/TKO Punch,1,2:59
Douglas Silva de Andrade,Cody Gibson,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Camila Albuquerque,1,0,39,30,0,0,0,0,win,Douglas Silva de Andrade,Bantamweight,U-DEC,3,5:00
Ivan Jorge,Josh Shockley,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",Mario Yamasaki,0,0,25,22,3,0,1,0,win,Ivan Jorge,Lightweight,U-DEC,3,5:00
Benson Henderson,Brandon Thatch,"February 14, 2015","Broomfield, Colorado, USA",Herb Dean,0,0,57,44,3,2,1,0,win,Benson Henderson,Welterweight,SUB Rear Naked Choke,4,3:58
Max Holloway,Cole Miller,"February 14, 2015","Broomfield, Colorado, USA",Adam Martinez,0,0,57,31,1,0,0,0,win,Max Holloway,Featherweight,U-DEC,3,5:00
Neil Magny,Kiichi Kunimoto,"February 14, 2015","Broomfield, Colorado, USA",Herb Dean,0,0,76,10,3,1,1,0,win,Neil Magny,Welterweight,SUB Rear Naked Choke,3,1:22
Daniel Kelly,Patrick Walsh,"February 14, 2015","Broomfield, Colorado, USA",Tom Johnson,0,0,61,50,0,1,0,0,win,Daniel Kelly,Middleweight,U-DEC,3,5:00
Kevin Lee,Michel Prazeres,"February 14, 2015","Broomfield, Colorado, USA",Tim Mills,0,0,62,33,4,3,3,0,win,Kevin Lee,Lightweight,U-DEC,3,5:00
Ray Borg,Chris Kelades,"February 14, 2015","Broomfield, Colorado, USA",Adam Martinez,0,0,19,4,5,0,4,0,win,Ray Borg,Flyweight,SUB Kimura,3,2:56
Efrain Escudero,Rodrigo de Lima,"February 14, 2015","Broomfield, Colorado, USA",Don Thais,1,0,94,24,2,3,0,0,win,Efrain Escudero,Lightweight,U-DEC,3,5:00
Chas Skelly,Jim Alers,"February 14, 2015","Broomfield, Colorado, USA",Tim Mills,1,0,42,33,0,1,0,1,win,Chas Skelly,Featherweight,KO/TKO Punches,2,4:59
Zach Makovsky,Tim Elliott,"February 14, 2015","Broomfield, Colorado, USA",Tom Johnson,0,0,21,43,6,1,0,0,win,Zach Makovsky,Flyweight,U-DEC,3,5:00
James Moontasri,Cody Pfister,"February 14, 2015","Broomfield, Colorado, USA",Don Thais,0,0,32,12,0,0,1,0,win,James Moontasri,Lightweight,SUB Rear Naked Choke,2,1:49
Anderson Silva,Nick Diaz,"January 31, 2015","Las Vegas, Nevada, USA",John McCarthy,0,0,108,77,0,0,0,0,"nc


nc",Nick Diaz,Middleweight,Overturned,5,5:00
Tyron Woodley,Kelvin Gastelum,"January 31, 2015","Las Vegas, Nevada, USA",Herb Dean,0,0,27,32,0,0,0,0,win,Tyron Woodley,Welterweight,S-DEC,3,5:00
Al Iaquinta,Joe Lauzon,"January 31, 2015","Las Vegas, Nevada, USA",Marc Goddard,1,0,59,32,1,0,0,0,win,Al Iaquinta,Lightweight,KO/TKO Punches,2,3:34
Thales Leites,Tim Boetsch,"January 31, 2015","Las Vegas, Nevada, USA",John McCarthy,0,1,20,26,1,0,2,0,win,Thales Leites,Middleweight,SUB Arm Triangle,2,3:45
Thiago Alves,Jordan Mein,"January 31, 2015","Las Vegas, Nevada, USA",Herb Dean,1,0,23,37,0,0,0,0,win,Thiago Alves,Welterweight,KO/TKO Kick,2,0:39
Miesha Tate,Sara McMann,"January 31, 2015","Las Vegas, Nevada, USA",Marc Goddard,0,1,23,34,0,1,2,0,win,Miesha Tate,Women's Bantamweight,M-DEC,3,5:00
Derek Brunson,Ed Herman,"January 31, 2015","Las Vegas, Nevada, USA",Mark Smith,1,0,11,0,0,0,0,0,win,Derek Brunson,Middleweight,KO/TKO Punch,1,0:36
John Lineker,Ian McCall,"January 31, 2015","Las Vegas, Nevada, USA",John McCarthy,0,0,38,40,0,1,3,0,win,John Lineker,Flyweight,U-DEC,3,5:00
Rafael Natal,Tom Watson,"January 31, 2015","Las Vegas, Nevada, USA",Mark Smith,0,0,67,29,8,0,0,0,win,Rafael Natal,Middleweight,U-DEC,3,5:00
Ildemar Alcantara,Richardson Moreira,"January 31, 2015","Las Vegas, Nevada, USA",Marc Goddard,0,0,21,15,0,0,0,0,win,Ildemar Alcantara,Middleweight,S-DEC,3,5:00
Thiago Santos,Andy Enz,"January 31, 2015","Las Vegas, Nevada, USA",Mark Smith,1,0,20,1,0,0,0,0,win,Thiago Santos,Middleweight,KO/TKO Punches,1,1:56
Anthony Johnson,Alexander Gustafsson,"January 24, 2015","Stockholm, Sweden",Marc Goddard,1,0,30,10,0,0,0,0,win,Anthony Johnson,Light Heavyweight,KO/TKO Punches,1,2:15
Gegard Mousasi,Dan Henderson,"January 24, 2015","Stockholm, Sweden",Leon Roberts,1,0,4,4,0,0,0,0,win,Gegard Mousasi,Middleweight,KO/TKO Punch,1,1:10
Ryan Bader,Phil Davis,"January 24, 2015","Stockholm, Sweden",Marc Goddard,0,0,26,35,1,0,0,0,win,Ryan Bader,Light Heavyweight,S-DEC,3,5:00
Sam Sicilia,Akira Corassani,"January 24, 2015","Stockholm, Sweden",Neil Hall,1,0,10,10,0,0,0,0,win,Sam Sicilia,Featherweight,KO/TKO Punch,1,3:26
Albert Tumenov,Nicholas Musoke,"January 24, 2015","Stockholm, Sweden",Leon Roberts,0,0,87,65,0,0,0,0,win,Albert Tumenov,Welterweight,U-DEC,3,5:00
Kenny Robertson,Sultan Aliev,"January 24, 2015","Stockholm, Sweden",Bobby Rehman,1,0,14,8,0,0,0,0,win,Kenny Robertson,Welterweight,KO/TKO Punch,1,2:42
Makwan Amirkhani,Andy Ogle,"January 24, 2015","Stockholm, Sweden",Kevin Sataki,1,0,6,0,0,0,0,0,win,Makwan Amirkhani,Featherweight,KO/TKO Punches,1,0:08
Nikita Krylov,Stanislav Nedkov,"January 24, 2015","Stockholm, Sweden",Marc Goddard,1,0,13,4,0,0,1,0,win,Nikita Krylov,Light Heavyweight,SUB Guillotine Choke,1,1:24
Mairbek Taisumov,Anthony Christodoulou,"January 24, 2015","Stockholm, Sweden",Leon Roberts,0,0,37,9,2,0,0,0,win,Mairbek Taisumov,Lightweight,KO/TKO Punches,2,0:38
Mirsad Bektic,Paul Redmond,"January 24, 2015","Stockholm, Sweden",Neil Hall,0,0,34,2,2,0,0,0,win,Mirsad Bektic,Featherweight,U-DEC,3,5:00
Viktor Pesta,Konstantin Erokhin,"January 24, 2015","Stockholm, Sweden",Bobby Rehman,0,0,35,17,4,0,0,0,win,Viktor Pesta,Heavyweight,U-DEC,3,5:00
Neil Seery,Chris Beal,"January 24, 2015","Stockholm, Sweden",Kevin Sataki,0,0,56,39,1,2,4,0,win,Neil Seery,Flyweight,U-DEC,3,5:00
Conor McGregor,Dennis Siver,"January 18, 2015","Boston, Massachusetts, USA",Herb Dean,1,0,64,32,0,0,0,0,win,Conor McGregor,Featherweight,KO/TKO Punch,2,1:54
Donald Cerrone,Benson Henderson,"January 18, 2015","Boston, Massachusetts, USA",Yves Lavigne,0,0,57,86,1,0,0,0,win,Donald Cerrone,Lightweight,U-DEC,3,5:00
Uriah Hall,Ron Stallings,"January 18, 2015","Boston, Massachusetts, USA",Herb Dean,1,0,27,10,0,0,0,0,win,Uriah Hall,Middleweight,KO/TKO,1,3:37
Gleison Tibau,Norman Parke,"January 18, 2015","Boston, Massachusetts, USA",Kevin MacDonald,0,0,38,43,2,0,0,0,win,Gleison Tibau,Lightweight,S-DEC,3,5:00
Cathal Pendred,Sean Spencer,"January 18, 2015","Boston, Massachusetts, USA",Yves Lavigne,0,1,49,52,4,0,0,0,win,Cathal Pendred,Welterweight,U-DEC,3,5:00
Lorenz Larkin,John Howard,"January 18, 2015","Boston, Massachusetts, USA",Herb Dean,1,0,29,10,0,0,0,0,win,Lorenz Larkin,Welterweight,KO/TKO Punch,1,2:17
Chris Wade,Zhang Lipeng,"January 18, 2015","Boston, Massachusetts, USA",Kevin MacDonald,0,0,47,28,4,0,0,0,win,Chris Wade,Lightweight,U-DEC,3,5:00
Paddy Holohan,Shane Howell,"January 18, 2015","Boston, Massachusetts, USA",Gary Forman,0,0,42,22,3,0,2,0,win,Paddy Holohan,Flyweight,U-DEC,3,5:00
Johnny Case,Frankie Perez,"January 18, 2015","Boston, Massachusetts, USA",Bryan Miner,0,0,59,16,4,1,0,1,win,Johnny Case,Lightweight,KO/TKO Punches,3,1:54
Charles Rosa,Sean Soriano,"January 18, 2015","Boston, Massachusetts, USA",Kevin MacDonald,0,0,37,69,5,3,4,0,win,Charles Rosa,Featherweight,SUB D'Arce Choke,3,4:43
Sean O'Connell,Matt Van Buren,"January 18, 2015","Boston, Massachusetts, USA",Gary Forman,1,0,66,100,0,0,0,0,win,Sean O'Connell,Light Heavyweight,KO/TKO Punches,3,2:11
Joby Sanchez,Tateki Matsuda,"January 18, 2015","Boston, Massachusetts, USA",Bryan Miner,1,0,58,55,2,0,1,0,win,Joby Sanchez,Flyweight,S-DEC,3,5:00
Jon Jones,Daniel Cormier,"January 03, 2015","Las Vegas, Nevada, USA",Herb Dean,0,0,92,58,3,1,0,0,win,Jon Jones,Light Heavyweight,U-DEC,5,5:00
Donald Cerrone,Myles Jury,"January 03, 2015","Las Vegas, Nevada, USA",John McCarthy,0,0,37,15,1,1,2,0,win,Donald Cerrone,Lightweight,U-DEC,3,5:00
Brad Tavares,Nate Marquardt,"January 03, 2015","Las Vegas, Nevada, USA",Yves Lavigne,0,0,50,30,1,0,0,0,win,Brad Tavares,Middleweight,U-DEC,3,5:00
Kyoji Horiguchi,Louis Gaudinot,"January 03, 2015","Las Vegas, Nevada, USA",Herb Dean,0,0,44,23,1,0,0,2,win,Kyoji Horiguchi,Flyweight,U-DEC,3,5:00
Hector Lombard,Joshua Burkman,"January 03, 2015","Las Vegas, Nevada, USA",John McCarthy,0,0,53,42,2,0,0,0,"nc


nc",Joshua Burkman,Welterweight,Overturned,3,5:00
Paul Felder,Danny Castillo,"January 03, 2015","Las Vegas, Nevada, USA",Yves Lavigne,1,0,33,21,0,0,0,0,win,Paul Felder,Lightweight,KO/TKO Spinning Back Fist,2,2:09
Cody Garbrandt,Marcus Brimage,"January 03, 2015","Las Vegas, Nevada, USA",Herb Dean,2,0,49,43,1,0,0,0,win,Cody Garbrandt,Bantamweight,KO/TKO Punches,3,4:50
Shawn Jordan,Jared Cannonier,"January 03, 2015","Las Vegas, Nevada, USA",John McCarthy,1,0,12,10,0,0,0,0,win,Shawn Jordan,Heavyweight,KO/TKO Punch,1,2:57
Evan Dunham,Rodrigo Damm,"January 03, 2015","Las Vegas, Nevada, USA",Chris Tognoni,0,0,152,47,1,0,0,0,win,Evan Dunham,Lightweight,U-DEC,3,5:00
Omari Akhmedov,Mats Nilsson,"January 03, 2015","Las Vegas, Nevada, USA",Yves Lavigne,0,0,64,33,5,5,0,3,win,Omari Akhmedov,Welterweight,U-DEC,3,5:00
Marion Reneau,Alexis Dufresne,"January 03, 2015","Las Vegas, Nevada, USA",Chris Tognoni,0,0,85,28,0,0,0,0,win,Marion Reneau,Women's Bantamweight,U-DEC,3,5:00
Lyoto Machida,CB Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",Jerin Valel,1,0,12,0,0,0,0,0,win,Lyoto Machida,Middleweight,KO/TKO Kick,1,1:02
Renan Barao,Mitch Gagnon,"December 20, 2014","Barueri, Sao Paulo, Brazil",Mario Yamasaki,1,0,59,58,2,0,1,0,win,Renan Barao,Bantamweight,SUB Arm Triangle,3,3:53
Patrick Cummins,Antonio Carlos Junior,"December 20, 2014","Barueri, Sao Paulo, Brazil",Mario Yamasaki,0,0,62,12,4,1,0,1,win,Patrick Cummins,Light Heavyweight,U-DEC,3,5:00
Rashid Magomedov,Elias Silverio,"December 20, 2014","Barueri, Sao Paulo, Brazil",Jerin Valel,2,0,91,56,1,0,0,0,win,Rashid Magomedov,Lightweight,KO/TKO Punches,3,4:57
Erick Silva,Mike Rhodes,"December 20, 2014","Barueri, Sao Paulo, Brazil",Mario Yamasaki,0,0,2,2,1,0,1,0,win,Erick Silva,Welterweight,SUB Arm Triangle,1,1:15
Daniel Sarafian,Antonio Dos Santos,"December 20, 2014","Barueri, Sao Paulo, Brazil",Eduardo Herdy,0,1,24,37,0,0,0,0,win,Daniel Sarafian,Middleweight,KO/TKO,2,1:01
Marcos Rogerio de Lima,Igor Pokrajac,"December 20, 2014","Barueri, Sao Paulo, Brazil",Fernando Yamasaki,1,0,18,3,0,0,0,0,win,Marcos Rogerio de Lima,Light Heavyweight,KO/TKO Punches,1,1:59
Renato Moicano,Tom Niinimaki,"December 20, 2014","Barueri, Sao Paulo, Brazil",Osiris Maia,0,0,48,33,1,0,1,0,win,Renato Moicano,Featherweight,SUB Rear Naked Choke,2,3:30
Hacran Dias,Darren Elkins,"December 20, 2014","Barueri, Sao Paulo, Brazil",Jerin Valel,0,0,30,37,5,1,0,1,win,Hacran Dias,Featherweight,U-DEC,3,5:00
